Date,PH,AMMONIA,TEMP,DO,TURBIDITY
11-03-2022 05:19,5.1,0,17.78,6,26.6
11-03-2022 05:39,5.5,0.1,16.66,7.4,17.7
11-03-2022 05:59,5.2,0.1,15.7,6.2,31.6
11-03-2022 06:19,5.9,0.1,16.61,9.3,87.1
11-03-2022 06:39,5.3,0.1,19.55,8.7,64.6
11-03-2022 06:59,5.4,0.1,17.58,6.8,24.8
11-03-2022 07:19,5.5,0,16.69,8.6,2.7
11-03-2022 07:39,5,0.1,17.06,9.5,83.1
11-03-2022 07:59,5.6,0,17.24,7,17.5
11-03-2022 08:19,5.5,0.1,17.54,7.7,56.6
11-03-2022 08:39,5.6,0.1,14.28,7.6,85.5
11-03-2022 08:59,5.6,0,19.19,8.1,51.5
11-03-2022 09:19,5.6,0.1,15.78,7.7,71.2
11-03-2022 09:39,5.1,0.1,14.72,8.9,63.8
11-03-2022 09:59,5.5,0,15.71,8.1,89.9
11-03-2022 10:19,5.6,0.1,16.81,8.1,40.2
11-03-2022 10:39,5.6,0,18.06,7.3,56.7
11-03-2022 10:59,5.3,0.1,15.15,7.7,71.2
11-03-2022 11:19,5.6,0.1,14.52,9.9,86.6
11-03-2022 11:39,5.6,0.1,19.03,6.2,7.9
11-03-2022 11:59,5.3,0.1,18.66,7.7,10.5
11-03-2022 12:19,5.4,0,14.84,9.5,72.9
11-03-2022 12:39,5.5,0,15.92,9.9,20.8
11-03-2022 12:59,5.4,0.1,19.98,7.9,66.7
11-03-2022 13:19,6,0,17.96,9.6,7.7
11-03-2022 13:39,5.5,0.1,19.33,7.4,7.8
11-03-2022 13:59,5.2,0.1,16.7,8.8,34.7
11-03-2022 14:19,5.5,0.1,17.97,7.7,68.7
11-03-2022 14:39,5.9,0,16.96,7.3,64.1
11-03-2022 14:59,5.8,0,18.43,7.1,84.8
11-03-2022 15:19,6,0.1,16.59,7.8,66.3
11-03-2022 15:39,5.9,0.1,17.61,9.1,52.1
11-03-2022 15:59,5.2,0.1,14.31,7.5,1.4
11-03-2022 16:19,5.1,0,19.02,9.8,10.4
11-03-2022 16:39,6,0.1,17.16,8.6,40.2
11-03-2022 16:59,5.2,0,19.32,6.2,11.5
11-03-2022 17:19,5.2,0,19.63,9,51.6
11-03-2022 17:39,5.7,0.1,16.48,8.2,17.5
11-03-2022 17:59,5.8,0,15.27,9.4,65.5
11-03-2022 18:19,5.2,0,15.01,10,5.6
11-03-2022 18:39,5.7,0.1,16.57,6,30.6
11-03-2022 18:59,5,0.1,18.49,7.1,79.6
11-03-2022 19:19,5,0.1,19.61,9.4,66.7
11-03-2022 19:39,5.7,0.1,16.34,9.3,66.9
11-03-2022 19:59,5.7,0.1,18.53,7.6,49.3
11-03-2022 20:19,5.7,0,14.42,7.2,46.5
11-03-2022 20:39,6,0.1,14.4,7.8,12.4
11-03-2022 20:59,5.5,0.1,16.46,6.5,57.9
11-03-2022 21:19,5.6,0.1,19.38,7.1,38.3
11-03-2022 21:39,5.7,0,15.97,7.1,41.4
11-03-2022 21:59,6,0,19.74,7.3,6.8
11-03-2022 22:19,5,0,15.08,8.5,19.7
11-03-2022 22:39,5.3,0,16.56,6.8,22.7
11-03-2022 22:59,5.9,0.1,15.17,8.3,51.4
11-03-2022 23:19,5.2,0,15.68,6.7,41.1
11-03-2022 23:39,5.6,0.1,16.45,6.9,83.6
11-03-2022 23:59,6,0,17.45,6.4,63.7
12-03-2022 00:19,5.5,0.1,16.32,9.6,3.3
12-03-2022 00:39,5.6,0.1,18.16,6,32.8
12-03-2022 00:59,5,0,17.53,9.3,59.4
12-03-2022 01:19,6,0.1,14.27,7.8,55.3
12-03-2022 01:39,5.9,0.1,15.96,9.5,80.7
12-03-2022 01:59,5.5,0,19.01,8.4,44.8
12-03-2022 02:19,5.5,0.1,14.22,6.1,48.2
12-03-2022 02:39,5.5,0.1,14.84,7.8,64.9
12-03-2022 02:59,5.2,0,15.07,8.5,18.4
12-03-2022 03:19,5.1,0,14.4,6,41.3
12-03-2022 03:39,5.9,0.1,16.77,6.4,39.2
12-03-2022 03:59,5.9,0,17.51,7.1,25.9
12-03-2022 04:19,5,0.1,17.22,8,86.1
12-03-2022 04:39,5.2,0.1,14.33,9.7,18.3
12-03-2022 04:59,5.7,0,17.91,9.1,35.1
12-03-2022 05:19,5.5,0,17.97,9.9,63.9
12-03-2022 05:39,5.2,0.1,16.74,6.2,9.6
12-03-2022 05:59,5.1,0.1,15.85,6.3,46.9
12-03-2022 06:19,5.7,0,17.67,9.6,62.2
12-03-2022 06:39,5.7,0,14.39,9.5,87.3
12-03-2022 06:59,5.5,0,14.08,7.2,6.4
12-03-2022 07:19,5.6,0,14.17,10,65.8
12-03-2022 07:39,5.6,0.1,16.46,7.5,0.9
12-03-2022 07:59,5.7,0,18.72,9.9,22.2
12-03-2022 08:19,5.9,0.1,18.86,6.2,68.1
12-03-2022 08:39,5.6,0,15.21,8.7,22.3
12-03-2022 08:59,5,0,19.96,6.1,13.7
12-03-2022 09:19,5.5,0.1,16.04,6,53.4
12-03-2022 09:39,5.7,0.1,14.96,6,80
12-03-2022 09:59,5.1,0,18.78,6.5,20.1
12-03-2022 10:19,6,0.1,18.3,7.6,40.7
12-03-2022 10:39,5.4,0,17.32,8.2,42.6
12-03-2022 10:59,5.8,0.1,16.43,8.7,49.9
12-03-2022 11:19,5,0,17.27,7.3,25.4
12-03-2022 11:39,5.2,0.1,14.54,9.6,29.5
12-03-2022 11:59,6,0.1,17.89,6.5,87
12-03-2022 12:19,5.7,0,19.02,7.3,5.4
12-03-2022 12:39,5.6,0,18.05,6.9,82.6
12-03-2022 12:59,5.8,0.1,17.11,9.4,30.4
12-03-2022 13:19,6,0,17.83,9.5,23.4
12-03-2022 13:39,5.8,0.1,15.45,8.5,81.6
12-03-2022 13:59,5.8,0.1,15.49,7.3,87.7
12-03-2022 14:19,5.1,0.1,16,8.6,4.2
12-03-2022 14:39,5.1,0,15.03,7.4,73.6
12-03-2022 14:59,5.6,0.1,19.81,8.6,37
12-03-2022 15:19,5.4,0,15,6.6,20.9
12-03-2022 15:39,6,0.1,18.5,7.7,64.4
12-03-2022 15:59,5.1,0,18.9,8.7,40.3
12-03-2022 16:19,5.2,0.1,14.74,8.5,22.8
12-03-2022 16:39,5,0.1,16.29,8.4,73.2
12-03-2022 16:59,5.9,0,14.45,9,46.1
12-03-2022 17:19,5.2,0.1,19.53,6.7,40
12-03-2022 17:39,5.4,0,17.98,6.6,76.2
12-03-2022 17:59,5,0,19.77,10,1.5
12-03-2022 18:19,5,0.1,14.07,9.1,27.4
12-03-2022 18:39,5.7,0,16.56,7.7,69.5
12-03-2022 18:59,5.5,0,19.52,8.1,74.9
12-03-2022 19:19,5.7,0,17.07,9.6,23.2
12-03-2022 19:39,5.5,0.1,19.57,9.3,47.3
12-03-2022 19:59,5,0.1,14.81,7.7,2.5
12-03-2022 20:19,5.8,0.1,19.81,6.9,49.1
12-03-2022 20:39,6,0.1,16.27,6,37
12-03-2022 20:59,5.8,0.1,14.75,6.8,49.1
12-03-2022 21:19,5.5,0,18.24,9.8,43.7
12-03-2022 21:39,5.4,0,18.01,8.4,60.8
12-03-2022 21:59,6,0,15.71,7,8.1
12-03-2022 22:19,5.1,0.1,16.12,6,23.1
12-03-2022 22:39,5.2,0.1,15.41,9.4,53.6
12-03-2022 22:59,6,0,18.08,8.9,65.9
12-03-2022 23:19,5.2,0.1,15.79,8,4.7
12-03-2022 23:39,6,0,19.01,9,15.8
12-03-2022 23:59,5.4,0,14.81,8,64.9
13-03-2022 00:19,5.3,0,19.21,8.3,79.8
13-03-2022 00:39,5.5,0.1,14.88,6.2,28.6
13-03-2022 00:59,6,0.1,17.12,9.1,78.6
13-03-2022 01:19,5.5,0.1,19.17,8.1,50.4
13-03-2022 01:39,5.1,0.1,19.96,6.7,27.6
13-03-2022 01:59,6,0,16.03,7.7,63.3
13-03-2022 02:19,5,0.1,16.28,8.4,72.7
13-03-2022 02:39,5.3,0.1,14.68,9,63.3
13-03-2022 02:59,5.3,0.1,17.07,7.4,2.3
13-03-2022 03:19,5,0.1,19.86,8.7,19.3
13-03-2022 03:39,5.6,0.1,14.75,7.7,62.5
13-03-2022 03:59,5.6,0,19.96,6.5,25.6
13-03-2022 04:19,5,0.1,17.37,6.2,24.8
13-03-2022 04:39,6,0,18.64,9.7,1.7
13-03-2022 04:59,5.5,0,18.02,9.8,32.7
13-03-2022 05:19,5.9,0.1,19.96,6.7,57.6
13-03-2022 05:39,5.1,0,19.67,8.7,77.2
13-03-2022 05:59,5.4,0,15.39,6.9,55.8
13-03-2022 06:19,5.4,0,19.42,8.4,50.1
13-03-2022 06:39,6,0,16.8,7.8,46.2
13-03-2022 06:59,5.6,0,14.33,9.2,66.2
13-03-2022 07:19,5.3,0.1,18.63,6,48.7
13-03-2022 07:39,5.9,0.1,16.32,7.1,46.6
13-03-2022 07:59,6,0.1,15.95,6.7,14.7
13-03-2022 08:19,5.4,0,14.34,6.5,40
13-03-2022 08:39,5.5,0.1,17.44,8.7,48.8
13-03-2022 08:59,5.2,0.1,16.5,9.6,1.8
13-03-2022 09:19,5.4,0,19.13,9.2,34.8
13-03-2022 09:39,5.3,0.1,18.35,9.9,31.7
13-03-2022 09:59,5.8,0,19.03,9.5,79.8
13-03-2022 10:19,5.1,0,15.17,6.4,86.5
13-03-2022 10:39,5.5,0.1,17.9,7.5,29.3
13-03-2022 10:59,6,0.1,15.72,8.3,24.8
13-03-2022 11:19,5.2,0,15.3,7.2,48.6
13-03-2022 11:39,5.6,0.1,14.92,8.1,45.3
13-03-2022 11:59,6,0,16.53,9.8,31
13-03-2022 12:19,5.9,0,19.13,7.2,62.2
13-03-2022 12:39,5.9,0.1,15.03,6,40.8
13-03-2022 12:59,5.9,0,17.73,9.2,36.4
13-03-2022 13:19,5.6,0,14,7.7,52.1
13-03-2022 13:39,5.7,0.1,16.73,8.5,29.4
13-03-2022 13:59,5,0.1,15.92,8.6,8.7
13-03-2022 14:19,5.5,0.1,18.97,9.4,85.1
13-03-2022 14:39,6,0,16.42,9.9,25.5
13-03-2022 14:59,5.3,0.1,17.85,7.6,20
13-03-2022 15:19,5.7,0,19.95,9,44.9
13-03-2022 15:39,5.6,0,18.99,6.1,41.7
13-03-2022 15:59,5.1,0.1,18.51,9.5,64.3
13-03-2022 16:19,5.2,0,19.76,8.2,42.3
13-03-2022 16:39,5.9,0.1,17.49,7.5,9.6
13-03-2022 16:59,5.8,0.1,19.35,7,65.7
13-03-2022 17:19,5.4,0,15.03,10,28.9
13-03-2022 17:39,5.4,0,19.07,8.8,71.9
13-03-2022 17:59,5.6,0,17.18,9.8,86.6
13-03-2022 18:19,5.2,0,15.18,9.4,79.5
13-03-2022 18:39,5.1,0.1,19.59,6.5,87.4
13-03-2022 18:59,5.2,0,14.45,7.4,43.5
13-03-2022 19:19,5.9,0.1,17,6.5,20.5
13-03-2022 19:39,5.6,0.1,16.21,8.7,62.9
13-03-2022 19:59,5.5,0.1,17.29,9.8,3
13-03-2022 20:19,5,0.1,14.74,8.9,62.1
13-03-2022 20:39,6,0.1,14.7,7.3,79.2
13-03-2022 20:59,5.2,0.1,16.48,6,3.5
13-03-2022 21:19,5.4,0,14.9,6.9,46.6
13-03-2022 21:39,5.3,0.1,19.83,9.1,87.8
13-03-2022 21:59,5.8,0.1,14.99,7.6,7.2
13-03-2022 22:19,5.5,0.1,14.41,9.9,81.5
13-03-2022 22:39,5.1,0,17.3,8.3,45
13-03-2022 22:59,5.2,0.1,18.49,7.9,43.8
13-03-2022 23:19,5.9,0.1,19.37,9.9,15.3
13-03-2022 23:39,5.7,0,17.05,6.2,5
13-03-2022 23:59,5.9,0,15.36,9.5,5.7
14-03-2022 00:19,5.9,0,19.77,6.5,48.3
14-03-2022 00:39,5.2,0.1,14.62,6.3,36
14-03-2022 00:59,5.6,0,17.4,9.9,4.3
14-03-2022 01:19,5.4,0.1,16.24,8.1,7
14-03-2022 01:39,5.4,0,19.67,8.9,38.3
14-03-2022 01:59,5.5,0.1,15.31,9,88.4
14-03-2022 02:19,5.5,0,16.1,9.2,55.7
14-03-2022 02:39,5.2,0.1,18.03,9.5,8.2
14-03-2022 02:59,5.7,0.1,15.57,7.5,36.8
14-03-2022 03:19,5.6,0,17.55,7.7,54.1
14-03-2022 03:39,5.7,0.1,16.15,9.6,22.5
14-03-2022 03:59,6,0,16.55,7,62.8
14-03-2022 04:19,5.9,0.1,17.69,8.9,40.3
14-03-2022 04:39,6,0.1,14.76,8.4,14.5
14-03-2022 04:59,5.3,0.1,18.59,8.3,70.6
14-03-2022 05:19,5.3,0,19.71,8.3,84.1
14-03-2022 05:39,5.8,0.1,16.24,6.9,89.1
14-03-2022 05:59,5.2,0,19.33,6.6,8.5
14-03-2022 06:19,5.7,0,19,8.3,41.1
14-03-2022 06:39,5,0.1,15.57,7.9,80.5
14-03-2022 06:59,5.6,0,16.18,7.6,33.5
14-03-2022 07:19,5.2,0.1,16.4,6.9,27.2
14-03-2022 07:39,5.9,0.1,19.84,8.9,23.3
14-03-2022 07:59,5.7,0,15.93,6,8.2
14-03-2022 08:19,5.3,0,17.3,9.8,38.2
14-03-2022 08:39,5.7,0,14.26,6.8,24.2
14-03-2022 08:59,6,0.1,19.82,8.9,41.8
14-03-2022 09:19,5.6,0,14.1,7.3,39.8
14-03-2022 09:39,5.5,0,16.03,7.3,54.6
14-03-2022 09:59,5,0.1,15.1,9.5,1.5
14-03-2022 10:19,5.6,0,15.51,7.5,72.7
14-03-2022 10:39,5.3,0.1,16.39,7.5,89.4
14-03-2022 10:59,5.3,0,19.67,8.9,47.7
14-03-2022 11:19,5.1,0.1,18.91,8,48.6
14-03-2022 11:39,5,0.1,17,8.6,50.6
14-03-2022 11:59,5.8,0,14.98,7.2,60.5
14-03-2022 12:19,5.3,0.1,15.11,9.2,7.5
14-03-2022 12:39,5.7,0.1,18.61,9.6,45.2
14-03-2022 12:59,5.1,0,19.19,6.5,72.8
14-03-2022 13:19,5,0,18.59,6.9,61.2
14-03-2022 13:39,5.8,0.1,17.55,8.6,81.9
14-03-2022 13:59,5.6,0,16.44,8.6,4.9
14-03-2022 14:19,5.3,0.1,17.95,8.6,74.2
14-03-2022 14:39,5.8,0,17.85,6,12.8
14-03-2022 14:59,5.7,0.1,14.39,6.1,14.3
14-03-2022 15:19,5.2,0,15.2,7.5,23.9
14-03-2022 15:39,5.9,0.1,18.52,8.1,43.7
14-03-2022 15:59,5.2,0.1,17.4,6.4,56.1
14-03-2022 16:19,5,0.1,15.15,7.6,24.9
14-03-2022 16:39,5.3,0.1,19.5,6.7,6.7
14-03-2022 16:59,5.5,0,17.84,9.8,86.9
14-03-2022 17:19,5.9,0,14.29,7.8,6.9
14-03-2022 17:39,5.3,0,19.89,6.3,76.4
14-03-2022 17:59,5.8,0,15.37,9.4,51
14-03-2022 18:19,5.2,0.1,17.25,6.2,65.9
14-03-2022 18:39,5.1,0,19.1,7.6,87.2
14-03-2022 18:59,5.5,0.1,19.46,9.6,34.4
14-03-2022 19:19,5.6,0.1,19.15,6.5,32.8
14-03-2022 19:39,5.8,0.1,19.15,7.1,74
14-03-2022 19:59,5.1,0,14.53,9.7,54.5
14-03-2022 20:19,5.1,0,19.78,6.5,75.9
14-03-2022 20:39,5.3,0.1,15.39,7.1,74.8
14-03-2022 20:59,5.8,0,15.27,6.6,16.8
14-03-2022 21:19,5.9,0.1,15.3,9.1,61.5
14-03-2022 21:39,5.5,0,16.45,7.8,59.1
14-03-2022 21:59,5.3,0,19.47,9.3,53.6
14-03-2022 22:19,5.2,0.1,16.37,9.4,67.4
14-03-2022 22:39,5,0.1,16.74,8.9,89.5
14-03-2022 22:59,5.4,0,18.3,7.3,6.5
14-03-2022 23:19,5.1,0.1,15.52,8.7,51.8
14-03-2022 23:39,5,0,19.3,7,18.3
14-03-2022 23:59,6,0.1,17.49,7.5,16.9
15-03-2022 00:19,5.2,0,16.45,6.5,99.6
15-03-2022 00:39,5.5,0,18.92,8,74.5
15-03-2022 00:59,5.6,0.1,18.22,7.1,49.3
15-03-2022 01:19,5,0,15.46,8.2,25.7
15-03-2022 01:39,5.1,0.1,15.48,7.9,11.9
15-03-2022 01:59,5.3,0,19.43,6.9,20.8
15-03-2022 02:19,6,0.1,16.87,7.9,14
15-03-2022 02:39,5.2,0.1,19.36,7,13.9
15-03-2022 02:59,5,0.1,19.03,7.7,50.3
15-03-2022 03:19,5.6,0.1,15.63,6.7,90.3
15-03-2022 03:39,5.5,0,18.16,8,78.3
15-03-2022 03:59,5.3,0.1,18.29,6.8,53.7
15-03-2022 04:19,5.6,0,16.7,8.2,42.4
15-03-2022 04:39,5.3,0,17.37,6.6,43.9
15-03-2022 04:59,5.6,0.1,19.2,6.7,19.8
15-03-2022 05:19,5.7,0,16.17,6.7,43.2
15-03-2022 05:39,5.5,0,16.73,8.4,24.9
15-03-2022 05:59,5.2,0,17.79,8.4,2.1
15-03-2022 06:19,5.3,0,17.55,6.9,8.8
15-03-2022 06:39,5.9,0.1,19.25,7.2,1.8
15-03-2022 06:59,5.2,0.1,19.9,8.5,7
15-03-2022 07:19,5.7,0.1,17.79,7.1,55.2
15-03-2022 07:39,5.5,0,15.04,6.6,73.8
15-03-2022 07:59,5.2,0.1,16.12,6.9,60.2
15-03-2022 08:19,5,0.1,16.31,6.8,79
15-03-2022 08:39,6,0,15.94,8,50.3
15-03-2022 08:59,5.3,0,18.36,7.6,30.2
15-03-2022 09:19,5.6,0,17.86,8.5,87
15-03-2022 09:39,5.2,0.1,17.13,7.8,4.5
15-03-2022 09:59,5.3,0.1,20,6.7,71.7
15-03-2022 10:19,5,0,19.09,7.7,0.7
15-03-2022 10:39,5.5,0.1,19.13,7.8,24.5
15-03-2022 10:59,5.5,0,17.28,8.2,92.8
15-03-2022 11:19,5.1,0.1,16.07,8.5,33.1
15-03-2022 11:39,5.8,0,18.55,7.9,90
15-03-2022 11:59,5.2,0.1,17.46,8.5,29.5
15-03-2022 12:19,5,0.1,17.28,8.5,11.5
15-03-2022 12:39,5.6,0,19.54,7.5,83
15-03-2022 12:59,5.6,0,18.08,8,60.4
15-03-2022 13:19,5.7,0.1,15.42,7.2,65
15-03-2022 13:39,5.8,0,19.7,6.8,38.9
15-03-2022 13:59,5.2,0.1,15.69,6.5,72.8
15-03-2022 14:19,5.1,0.1,17.91,7.2,49.8
15-03-2022 14:39,5.5,0,19.15,7.5,44.7
15-03-2022 14:59,5.7,0,16.98,8.5,56.3
15-03-2022 15:19,5.6,0.1,18.01,7.3,98.7
15-03-2022 15:39,5.5,0.1,16.32,8.5,41.1
15-03-2022 15:59,5.3,0.1,18.4,7.4,82.9
15-03-2022 16:19,5.9,0,16.69,8,7.4
15-03-2022 16:39,5.3,0,16.67,8.3,48.9
15-03-2022 16:59,5.2,0.1,18.2,6.6,63.6
15-03-2022 17:19,5.3,0.1,15.42,8.3,33.9
15-03-2022 17:39,5.3,0.1,19.65,7,92.8
15-03-2022 17:59,5.6,0.1,17.36,6.8,53.5
15-03-2022 18:19,5.6,0,18.15,6.5,60.4
15-03-2022 18:39,5.1,0.1,18.56,8,53.2
15-03-2022 18:59,5.9,0,16.15,8.3,71.4
15-03-2022 19:19,5.9,0,16.68,8.3,33.7
15-03-2022 19:39,5.7,0.1,16.98,7.9,64.3
15-03-2022 19:59,5.3,0,15.03,8.3,56.1
15-03-2022 20:19,5.4,0,18.56,6.9,85.5
15-03-2022 20:39,5.9,0,17.78,6.7,89.2
15-03-2022 20:59,5.4,0.1,19.61,8.5,35.4
15-03-2022 21:19,6,0,19.02,7.9,62.9
15-03-2022 21:39,5.3,0,16.14,6.7,0.6
15-03-2022 21:59,5.9,0.1,18.78,8.3,87.4
15-03-2022 22:19,5.1,0,19.02,7.2,57.9
15-03-2022 22:39,5.7,0.1,16.46,7.6,57
15-03-2022 22:59,6,0,17.04,8.2,9.5
15-03-2022 23:19,5.5,0.1,16.85,7.3,1
15-03-2022 23:39,5.7,0,17.28,6.6,76.3
15-03-2022 23:59,5.4,0,19.26,8.4,10.3
16-03-2022 00:19,5.9,0,16.16,8.3,93.3
16-03-2022 00:39,5.6,0.1,19.36,7.5,11.1
16-03-2022 00:59,6,0,15.85,8.3,45.9
16-03-2022 01:19,5.3,0.1,16.79,8.3,85.9
16-03-2022 01:39,5.6,0,18.8,7.2,60.1
16-03-2022 01:59,5.5,0.1,16.01,6.5,59.3
16-03-2022 02:19,5.8,0.1,15.73,7,3
16-03-2022 02:39,5.3,0.1,15.61,8.4,1.5
16-03-2022 02:59,5.9,0.1,15.35,7.2,53.3
16-03-2022 03:19,6,0,17.35,8,81.7
16-03-2022 03:39,5.3,0,19.92,8.1,79.4
16-03-2022 03:59,5.3,0,18.48,8.2,97.3
16-03-2022 04:19,5.4,0.1,17.86,7.7,69.2
16-03-2022 04:39,5.3,0,18.92,7,61.5
16-03-2022 04:59,5.6,0,19.43,8.4,4.9
16-03-2022 05:19,5.8,0.1,19.32,6.9,26.1
16-03-2022 05:39,6,0,17.28,6.6,95.4
16-03-2022 05:59,5.2,0,17.24,6.7,84.3
16-03-2022 06:19,5.2,0.1,15.7,6.6,49.5
16-03-2022 06:39,6,0.1,18.91,7.4,28.3
16-03-2022 06:59,5.8,0.1,16.57,6.6,66
16-03-2022 07:19,5.7,0,16.89,6.9,53.7
16-03-2022 07:39,5.7,0.1,18.07,7,47.8
16-03-2022 07:59,5.6,0.1,17.22,7,37.2
16-03-2022 08:19,5.5,0.1,15.98,8.5,29.7
16-03-2022 08:39,5,0,19.15,7.2,82
16-03-2022 08:59,5.5,0,16.09,6.9,20.8
16-03-2022 09:19,5.9,0,19.71,7.6,60.7
16-03-2022 09:39,5.1,0.1,17.62,6.5,37.3
16-03-2022 09:59,5.6,0,19.18,8.1,10.2
16-03-2022 10:19,5.2,0.1,17.45,6.6,68.2
16-03-2022 10:39,5.8,0.1,15.35,7.5,24.9
16-03-2022 10:59,5,0.1,19.98,7,17.6
16-03-2022 11:19,5.3,0,16.4,7.9,30.3
16-03-2022 11:39,5.1,0,19.31,6.5,90.3
16-03-2022 11:59,5.6,0.1,15.25,7.9,80.3
16-03-2022 12:19,5.8,0.1,16.51,7.7,97
16-03-2022 12:39,5.9,0.1,16.06,8.2,59.8
16-03-2022 12:59,5.5,0,19.26,7.6,32.3
16-03-2022 13:19,5.2,0,17.08,7.5,92.1
16-03-2022 13:39,5.6,0,17.13,7,90.4
16-03-2022 13:59,5.3,0.1,17.23,7.4,53.4
16-03-2022 14:19,5.5,0.1,17.75,7.4,83.5
16-03-2022 14:39,5.5,0.1,19.84,8,66.7
16-03-2022 14:59,5.9,0,19.57,8.2,17.6
16-03-2022 15:19,5,0.1,15.09,8.3,51.4
16-03-2022 15:39,5,0.1,19,7.6,83.2
16-03-2022 15:59,5.3,0.1,15.46,7.9,44.9
16-03-2022 16:19,5,0.1,18.42,8.5,43.9
16-03-2022 16:39,5.5,0.1,16.33,7.1,76.9
16-03-2022 16:59,6,0.1,18.5,7.6,18.4
16-03-2022 17:19,5.8,0.1,15.36,7.6,10.5
16-03-2022 17:39,5.1,0.1,18.01,7.2,50.2
16-03-2022 17:59,5.7,0.1,17.99,6.5,9.3
16-03-2022 18:19,5.5,0,17.93,8,7.5
16-03-2022 18:39,5,0.1,17.96,8.4,93.1
16-03-2022 18:59,5.1,0.1,16.16,7.2,99
16-03-2022 19:19,6,0.1,17,6.6,88
16-03-2022 19:39,5.4,0,15.89,6.8,60.4
16-03-2022 19:59,5.1,0,19.07,7,80.9
16-03-2022 20:19,5.8,0,15.08,6.7,10.5
16-03-2022 20:39,5.3,0,18.55,6.9,19.2
16-03-2022 20:59,5.3,0.1,17.5,7.5,41.1
16-03-2022 21:19,5.1,0.1,19.63,8.2,32.8
16-03-2022 21:39,5.6,0.1,17.08,7,82
16-03-2022 21:59,5.8,0.1,15.55,7.8,27.8
16-03-2022 22:19,6,0,17.4,7,0.6
16-03-2022 22:39,5.7,0,16.19,8,74.3
16-03-2022 22:59,5.7,0.1,16.06,8.5,85.5
16-03-2022 23:19,5,0,15.97,7.5,24.8
16-03-2022 23:39,5.9,0,18.61,7.4,80.1
16-03-2022 23:59,5.5,0,15.34,6.8,84.5
17-03-2022 00:19,5.8,0.1,17.85,8.3,84.7
17-03-2022 00:39,5.3,0.1,18.21,8.5,22.8
17-03-2022 00:59,5,0.1,16.37,7.2,48.4
17-03-2022 01:19,6,0.1,16.93,7.5,15.6
17-03-2022 01:39,5.6,0.1,19.56,7.5,61.2
17-03-2022 01:59,5.4,0,15.21,6.5,32.8
17-03-2022 02:19,5.4,0,18.63,8.4,15.8
17-03-2022 02:39,5.1,0.1,16.24,7.2,45.1
17-03-2022 02:59,6,0,18.19,8.4,32
17-03-2022 03:19,5.2,0,17.76,8.1,39
17-03-2022 03:39,5.3,0.1,15.03,7.7,18.4
17-03-2022 03:59,6,0,15.64,7.8,19.2
17-03-2022 04:19,5.4,0,16.86,7.7,53.9
17-03-2022 04:39,5.7,0,15.63,7.7,1.1
17-03-2022 04:59,5.2,0,19.76,6.7,29.7
17-03-2022 05:19,5.7,0.1,15.43,7.7,6.8
17-03-2022 05:39,5.7,0,19.16,7.2,4.7
17-03-2022 05:59,5.3,0,18.54,7.7,28.2
17-03-2022 06:19,5.7,0.1,15.9,7.7,82.9
17-03-2022 06:39,5.7,0.1,18.33,7.8,5.6
17-03-2022 06:59,6,0.1,17.28,8.2,95.3
17-03-2022 07:19,5.7,0.1,15.62,8.5,7.6
17-03-2022 07:39,5.7,0,19.58,8.3,83.7
17-03-2022 07:59,5,0.1,15.54,7.4,89.5
17-03-2022 08:19,5.4,0,18.09,7.9,31.3
17-03-2022 08:39,5.4,0.1,19.99,6.7,51.2
17-03-2022 08:59,5.1,0.1,15.07,7.8,9
17-03-2022 09:19,5.4,0,19.78,6.5,12.2
17-03-2022 09:39,5.3,0,18.24,7.9,89
17-03-2022 09:59,5.2,0,16.32,7.8,30.8
17-03-2022 10:19,6,0,15.54,7.7,2.8
17-03-2022 10:39,6,0.1,17.95,7,84
17-03-2022 10:59,6,0.1,16.98,7.9,5.9
17-03-2022 11:19,5.5,0.1,15.22,7.4,35.6
17-03-2022 11:39,6,0,16.1,7.5,6.2
17-03-2022 11:59,5.8,0.1,18.99,7.8,91.2
17-03-2022 12:19,5.8,0.1,18.22,8,31
17-03-2022 12:39,5.5,0.1,16.2,8.5,50.5
17-03-2022 12:59,5.9,0,18.26,8.2,56.1
17-03-2022 13:19,5,0,18.63,7.8,93.8
17-03-2022 13:39,5.9,0,17.61,8.2,95.7
17-03-2022 13:59,5.4,0,16.22,8.4,40.7
17-03-2022 14:19,5.6,0,19.14,7.4,17.9
17-03-2022 14:39,5.1,0,19.41,6.8,29.7
17-03-2022 14:59,5.9,0,15.44,8.4,58.4
17-03-2022 15:19,5.8,0.1,19.22,7.4,46.3
17-03-2022 15:39,5,NaN,17.44,7.8,83.4
17-03-2022 15:59,5.3,0.1,16.39,6.7,67.4
17-03-2022 16:19,5.9,0.1,19.34,6.6,10.6
17-03-2022 16:39,5.1,0,16.2,7.5,82.9
17-03-2022 16:59,6,0.1,18.63,8.5,35.3
17-03-2022 17:19,5.8,0.1,16.22,6.9,78.2
17-03-2022 17:39,5.6,0,18.42,7,71.9
17-03-2022 17:59,5.9,0,17.58,8,80.4
17-03-2022 18:19,5.8,0.1,17.69,7.8,99.2
17-03-2022 18:39,5,0,16.74,7,95.4
17-03-2022 18:59,5.3,0,15.24,6.7,46.5
17-03-2022 19:19,5.6,0.1,16.73,8.2,84.3
17-03-2022 19:39,5.6,0.1,17.73,7,93.3
17-03-2022 19:59,5.1,0,17.94,6.8,32.6
